timestamp,humidity,temperature,water_level,flow_rate,activar_bomba,abrir_valvula_suministro
2024-10-07 08:34:50,25.6,31.6,51.1,6.1,1,0
2024-10-07 08:35:50,54.3,27.0,65.3,6.6,0,0
2024-10-07 08:36:50,40.0,28.5,72.7,7.3,0,0
2024-10-07 08:37:50,43.2,21.3,82.5,9.8,0,0
2024-10-07 08:38:50,61.8,18.7,68.0,5.9,1,0
2024-10-07 08:39:50,53.3,23.7,80.2,7.7,1,0
2024-10-07 08:40:50,65.6,24.6,69.7,5.0,0,0
2024-10-07 08:41:50,78.6,11.0,80.4,8.1,0,0
2024-10-07 08:42:50,36.4,28.2,81.7,7.2,1,0
2024-10-07 08:43:50,54.5,28.2,80.3,9.8,0,0
2024-10-07 08:44:50,64.5,22.6,69.5,6.9,0,0
2024-10-07 08:45:50,56.9,22.7,68.6,6.6,1,0
2024-10-07 08:46:50,62.0,18.8,73.8,7.7,0,0
2024-10-07 08:47:50,73.7,20.8,80.4,8.7,0,0
2024-10-07 08:48:50,47.7,24.2,91.8,9.7,0,0
2024-10-07 08:49:50,79.7,13.3,66.7,7.4,0,0
2024-10-07 08:50:50,52.2,22.6,84.2,7.5,0,0
2024-10-07 08:51:50,43.6,25.8,73.8,8.1,1,0
2024-10-07 08:52:50,64.7,25.8,98.4,11.6,0,0
2024-10-07 08:53:50,46.5,33.6,79.6,8.8,0,0
2024-10-07 08:54:50,57.3,25.5,60.1,5.6,0,0
2024-10-07 08:55:50,60.6,25.4,65.2,5.7,0,0
2024-10-07 08:56:50,76.4,11.4,82.2,9.7,1,0
2024-10-07 08:57:50,68.7,15.5,81.9,7.5,0,0
2024-10-07 08:58:50,39.0,27.0,91.5,10.5,1,0
2024-10-07 08:59:50,50.0,30.6,56.8,5.3,1,0
2024-10-07 09:00:50,29.7,33.6,84.2,7.9,1,0
2024-10-07 09:01:50,61.7,17.4,100.1,9.4,0,0
2024-10-07 09:02:50,59.1,22.9,88.2,8.8,0,0
2024-10-07 09:03:50,55.9,26.6,76.8,8.1,0,0
2024-10-07 09:04:50,35.3,28.3,65.7,8.1,0,0
2024-10-07 09:05:50,55.2,24.1,79.3,8.1,0,0
2024-10-07 09:06:50,41.2,28.2,79.5,9.9,0,0
2024-10-07 09:07:50,54.4,18.8,65.2,5.6,0,0
2024-10-07 09:08:50,55.4,22.9,62.6,5.4,0,0
2024-10-07 09:09:50,46.2,25.5,69.2,6.3,0,0
2024-10-07 09:10:50,69.2,12.9,95.1,10.0,0,0
2024-10-07 09:11:50,54.8,26.1,80.1,8.1,0,0
2024-10-07 09:12:50,68.5,20.3,72.0,6.3,0,0
2024-10-07 09:13:50,46.2,28.5,67.8,7.3,0,0
2024-10-07 09:14:50,48.5,24.5,76.3,6.9,0,0
2024-10-07 09:15:50,59.3,27.8,81.9,9.4,0,0
2024-10-07 09:16:50,46.8,29.4,81.4,8.3,0,0
2024-10-07 09:17:50,55.6,25.8,56.1,5.1,0,0
2024-10-07 09:18:50,49.6,23.8,84.2,9.8,0,0
2024-10-07 09:19:50,61.6,21.2,55.3,6.2,0,0
2024-10-07 09:20:50,26.9,32.5,77.6,7.9,0,0
2024-10-07 09:21:50,36.4,28.6,73.9,7.8,1,0
2024-10-07 09:22:50,20.9,32.7,77.0,7.2,1,0
2024-10-07 09:23:50,57.7,23.8,87.2,8.7,0,0
2024-10-07 09:24:50,65.4,17.2,94.8,7.8,0,0
2024-10-07 09:25:50,67.5,21.2,50.9,5.6,0,0
2024-10-07 09:26:50,37.3,29.0,83.5,8.3,1,0
2024-10-07 09:27:50,56.1,19.0,86.7,8.9,0,0
2024-10-07 09:28:50,50.1,28.1,74.2,7.1,0,0
2024-10-07 09:29:50,52.8,23.5,79.6,7.0,0,0
2024-10-07 09:30:50,57.6,22.5,79.3,8.7,0,0
2024-10-07 09:31:50,42.7,29.8,77.7,9.3,0,0
2024-10-07 09:32:50,36.0,27.9,59.5,7.2,0,0
2024-10-07 09:33:50,52.8,23.8,60.5,7.8,0,0
2024-10-07 09:34:50,56.3,25.5,65.3,6.8,0,0
2024-10-07 09:35:50,68.6,14.8,80.4,8.5,0,0
2024-10-07 09:36:50,45.2,27.7,65.6,4.9,0,0
2024-10-07 09:37:50,56.1,24.8,76.6,7.0,0,0
2024-10-07 09:38:50,45.1,25.2,58.4,6.1,0,0
2024-10-07 09:39:50,50.5,28.8,79.8,6.8,0,0
2024-10-07 09:40:50,43.2,29.1,75.1,8.6,0,0
2024-10-07 09:41:50,53.1,23.6,59.7,4.8,0,0
2024-10-07 09:42:50,58.7,20.6,58.1,7.0,0,0
2024-10-07 09:43:50,58.7,22.5,70.7,5.4,0,0
2024-10-07 09:44:50,58.3,27.3,78.4,8.2,0,0
2024-10-07 09:45:50,76.8,15.8,83.4,8.3,0,0
2024-10-07 09:46:50,35.9,31.9,76.6,7.9,0,0
2024-10-07 09:47:50,62.9,19.1,65.2,7.0,1,0
2024-10-07 09:48:50,62.0,19.5,80.7,7.8,0,0
2024-10-07 09:49:50,37.8,31.2,67.1,6.8,1,0
2024-10-07 09:50:50,62.8,21.2,99.7,10.2,0,0
2024-10-07 09:51:50,54.5,21.7,81.2,8.2,1,0
2024-10-07 09:52:50,45.7,29.5,70.2,8.4,0,0
2024-10-07 09:53:50,71.5,14.2,74.4,6.7,0,0
2024-10-07 09:54:50,36.6,23.5,71.5,7.9,0,0
2024-10-07 09:55:50,54.8,22.9,111.3,9.7,0,0
2024-10-07 09:56:50,37.4,30.1,81.9,8.8,1,0
2024-10-07 09:57:50,69.8,16.6,69.6,7.3,0,0
2024-10-07 09:58:50,36.2,25.5,88.2,10.4,0,0
2024-10-07 09:59:50,59.9,18.4,65.5,7.0,0,0
2024-10-07 10:00:50,63.1,17.5,64.3,6.1,0,0
2024-10-07 10:01:50,68.0,21.9,70.3,7.8,0,0
2024-10-07 10:02:50,37.3,25.6,81.0,7.8,1,0
2024-10-07 10:03:50,38.8,25.5,61.5,5.9,1,0
2024-10-07 10:04:50,63.0,28.8,74.6,7.0,1,0
2024-10-07 10:05:50,25.1,28.2,77.4,5.3,1,0
2024-10-07 10:06:50,24.1,29.5,66.4,5.6,1,0
2024-10-07 10:07:50,45.8,30.1,77.7,7.6,1,0
2024-10-07 10:08:50,62.7,17.4,81.5,8.3,0,0
2024-10-07 10:09:50,57.2,24.5,74.7,9.1,0,0
2024-10-07 10:10:50,45.1,22.8,89.9,7.9,0,0
2024-10-07 10:11:50,61.1,25.6,71.2,5.9,0,0
2024-10-07 10:12:50,52.9,31.4,80.6,9.9,1,0
2024-10-07 10:13:50,48.0,32.7,81.7,8.6,0,0
2024-10-07 10:14:50,42.0,28.5,81.4,8.2,0,0
2024-10-07 10:15:50,53.9,29.3,83.6,7.6,0,0
2024-10-07 10:16:50,53.0,31.0,96.5,9.4,1,0
2024-10-07 10:17:50,48.4,27.0,72.6,8.8,0,0
2024-10-07 10:18:50,49.0,28.4,61.0,8.1,0,0
2024-10-07 10:19:50,50.6,19.3,65.9,7.9,0,0
2024-10-07 10:20:50,40.4,33.0,64.7,6.2,0,0
2024-10-07 10:21:50,35.9,29.2,73.9,9.5,1,0
2024-10-07 10:22:50,50.3,38.0,59.0,6.6,1,0
2024-10-07 10:23:50,43.4,28.3,67.1,6.4,0,0
2024-10-07 10:24:50,56.7,22.9,68.0,6.0,0,0
2024-10-07 10:25:50,58.2,21.1,89.4,9.9,0,0
2024-10-07 10:26:50,48.8,24.7,65.7,7.3,0,0
2024-10-07 10:27:50,57.2,17.4,50.6,4.5,0,0
2024-10-07 10:28:50,41.7,24.3,85.4,9.2,0,0
2024-10-07 10:29:50,54.3,27.4,64.2,7.0,0,0
2024-10-07 10:30:50,27.4,35.4,60.5,6.2,0,0
2024-10-07 10:31:50,73.6,17.8,92.7,9.5,0,0
2024-10-07 10:32:50,49.8,21.4,65.1,8.2,0,0
2024-10-07 10:33:50,49.4,30.7,65.3,6.3,0,0
2024-10-07 10:34:50,36.7,33.2,72.2,7.6,1,0
2024-10-07 10:35:50,58.6,26.4,54.7,5.5,0,0
2024-10-07 10:36:50,52.6,17.1,85.4,9.3,0,0
2024-10-07 10:37:50,54.1,24.8,94.2,10.1,0,0
2024-10-07 10:38:50,61.1,26.9,85.5,7.5,0,0
2024-10-07 10:39:50,71.0,19.9,79.0,9.0,0,0
2024-10-07 10:40:50,50.4,15.0,86.5,9.9,0,0
2024-10-07 10:41:50,78.5,11.4,79.1,7.2,0,0
2024-10-07 10:42:50,30.4,29.1,74.7,5.7,1,0
2024-10-07 10:43:50,15.6,33.4,57.4,8.3,1,0
2024-10-07 10:44:50,46.2,28.9,54.6,7.0,1,0
2024-10-07 10:45:50,41.2,26.5,62.7,6.9,0,0
2024-10-07 10:46:50,23.3,27.6,76.1,8.4,0,0
2024-10-07 10:47:50,55.1,26.5,74.8,7.2,0,0
2024-10-07 10:48:50,32.3,27.0,92.7,9.2,1,0
2024-10-07 10:49:50,56.0,31.2,72.3,7.3,1,0
2024-10-07 10:50:50,47.0,23.2,56.7,5.7,1,0
2024-10-07 10:51:50,35.0,25.5,75.4,7.5,1,0
2024-10-07 10:52:50,37.9,24.8,71.8,7.5,0,0
2024-10-07 10:53:50,74.0,11.3,85.6,9.9,0,0
2024-10-07 10:54:50,64.0,18.7,74.9,7.4,1,0
2024-10-07 10:55:50,43.4,24.1,65.4,5.7,0,0
2024-10-07 10:56:50,44.6,24.6,83.7,7.8,0,0
2024-10-07 10:57:50,44.3,33.2,72.4,7.1,1,0
2024-10-07 10:58:50,57.0,25.6,85.5,8.9,0,0
2024-10-07 10:59:50,75.3,19.5,59.4,5.6,0,0
2024-10-07 11:00:50,51.7,22.6,71.4,8.3,0,0
2024-10-07 11:01:50,46.2,26.0,82.8,8.1,0,0
2024-10-07 11:02:50,50.0,24.1,72.2,6.7,0,0
2024-10-07 11:03:50,29.5,28.4,61.7,5.0,1,0
2024-10-07 11:04:50,38.5,28.8,81.4,6.9,1,0
2024-10-07 11:05:50,29.4,30.4,100.3,10.3,1,0
2024-10-07 11:06:50,40.7,29.7,92.6,9.0,0,0
2024-10-07 11:07:50,60.7,20.2,63.6,7.5,0,0
2024-10-07 11:08:50,49.8,22.2,80.3,5.7,0,0
2024-10-07 11:09:50,52.3,24.6,79.5,5.4,0,0
2024-10-07 11:10:50,54.8,26.8,61.8,7.1,0,0
